index,name,address,Website,Type,Size,Address,City,State,ZipCode,associates,Profit,True/False
1664,Old Dominion University,"5115 Hampton Blvd, Norfolk, Virginia 23529",www.odu.edu,"4-year, Public",23086.0,5115 Hampton Blvd, Norfolk,Virginia,23529,0,Not-For-Profit,False
1665,Olivet College,"320 South Main Street, Olivet, Michigan 49076",www.olivetcollege.edu,"4-year, Private not-for-profit",1174.0,320 South Main Street, Olivet,Michigan,49076,0,Not-For-Profit,False
1666,Olivet Nazarene University,"One University Avenue, Bourbonnais, Illinois 60914-2271",www.olivet.edu,"4-year, Private not-for-profit",4521.0,One University Avenue, Bourbonnais,Illinois,60914-2271,0,Not-For-Profit,False
1667,Olympic College,"1600 Chester Ave, Bremerton, Washington 98337-1699",www.olympic.edu,"4-year, primarily associate's, Public",7152.0,1600 Chester Ave, Bremerton,Washington,98337-1699,1,Not-For-Profit,True
1668,O'More College of Design,"423 S Margin St, Franklin, Tennessee 37064",www.omorecollege.edu,"4-year, Private not-for-profit",202.0,423 S Margin St, Franklin,Tennessee,37064,0,Not-For-Profit,False
1669,Oral Roberts University,"7777 S Lewis Ave., Tulsa, Oklahoma 74171",oru.edu,"4-year, Private not-for-profit",3067.0,7777 S Lewis Ave., Tulsa,Oklahoma,74171,0,Not-For-Profit,False
1670,Oregon College of Art and Craft,"8245 SW Barnes Rd, Portland, Oregon 97225",www.ocac.edu,"4-year, Private not-for-profit",140.0,8245 SW Barnes Rd, Portland,Oregon,97225,0,Not-For-Profit,False
1671,Oregon College of Oriental Medicine,"10525 SE Cherry Blossom Dr, Portland, Oregon 97216",www.ocom.edu,"4-year, Private not-for-profit",296.0,10525 SE Cherry Blossom Dr, Portland,Oregon,97216,0,Not-For-Profit,False
1672,Oregon Health & Science University,"3181 SW Sam Jackson Park Rd, Portland, Oregon 97239-3098",www.ohsu.edu,"4-year, Public",2424.0,3181 SW Sam Jackson Park Rd, Portland,Oregon,97239-3098,0,Not-For-Profit,False
1673,Oregon Institute of Technology,"3201 Campus Drive, Klamath Falls, Oregon 97601-8801",www.oit.edu,"4-year, Public",3515.0,3201 Campus Drive, Klamath Falls,Oregon,97601-8801,0,Not-For-Profit,False
1674,Oregon State University,"Corvallis, Oregon 97331",oregonstate.edu,"4-year, Public",20305.0,Corvallis,,Oregon,97331,0,Not-For-Profit,False
1675,Oregon State University-Cascades Campus,"2600 NW College Way Cascades Hall, Bend, Oregon 97701",www.osucascades.edu,"4-year, Public",509.0,2600 NW College Way Cascades Hall, Bend,Oregon,97701,0,Not-For-Profit,False
1676,Otis College of Art and Design,"9045 Lincoln Blvd, Los Angeles, California 90045-3505",www.otis.edu,"4-year, Private not-for-profit",1206.0,9045 Lincoln Blvd, Los Angeles,California,90045-3505,0,Not-For-Profit,False
1677,Ottawa University,"1001 South Cedar, Ottawa, Kansas 66067-3399",www.ottawa.edu,"4-year, Private not-for-profit",553.0,1001 South Cedar, Ottawa,Kansas,66067-3399,0,Not-For-Profit,False
1678,Ottawa University-Jeffersonville,"287 Quarter Master Court, Jeffersonville, Indiana 47130",www.ottawa.edu,"4-year, Private not-for-profit",108.0,287 Quarter Master Court, Jeffersonville,Indiana,47130,0,Not-For-Profit,False
1679,Ottawa University-Kansas City,"4370 W. 109th Street Suite 200, Overland Park, Kansas 66211",www.ottawa.edu,"4-year, Private not-for-profit",433.0,4370 W. 109th Street Suite 200, Overland Park,Kansas,66211,0,Not-For-Profit,False
1680,Ottawa University-Milwaukee,"245 South Executive Drive, Suite 110, Brookfield, Wisconsin 53005",www.ottawa.edu,"4-year, Private not-for-profit",396.0,"245 South Executive Drive, Suite 110", Brookfield,Wisconsin,53005,0,Not-For-Profit,False
1682,Ottawa University-Phoenix,"10020 North 25th Avenue, Phoenix, Arizona 85021",www.ottawa.edu,"4-year, Private not-for-profit",1059.0,10020 North 25th Avenue, Phoenix,Arizona,85021,0,Not-For-Profit,False
1683,Otterbein College,"One Otterbein College, Westerville, Ohio 43081",www.otterbein.edu,"4-year, Private not-for-profit",3131.0,One Otterbein College, Westerville,Ohio,43081,0,Not-For-Profit,False
1684,Ouachita Baptist University,"410 Ouachita St, Arkadelphia, Arkansas 71998-0001",www.obu.edu,"4-year, Private not-for-profit",1493.0,410 Ouachita St, Arkadelphia,Arkansas,71998-0001,0,Not-For-Profit,False
1685,Our Lady of Holy Cross College,"4123 Woodland Drive, New Orleans, Louisiana 70131-7399",www.olhcc.edu,"4-year, Private not-for-profit",1290.0,4123 Woodland Drive, New Orleans,Louisiana,70131-7399,0,Not-For-Profit,False
1686,Our Lady of the Lake College,"7434 Perkins Rd, Baton Rouge, Louisiana 70808-4380",www.ololcollege.edu,"4-year, primarily associate's, Private not-for-profit",1956.0,7434 Perkins Rd, Baton Rouge,Louisiana,70808-4380,1,Not-For-Profit,True
1687,Our Lady of the Lake University-San Antonio,"411 SW 24th St, San Antonio, Texas 78207-4689",www.ollusa.edu,"4-year, Private not-for-profit",2642.0,411 SW 24th St, San Antonio,Texas,78207-4689,0,Not-For-Profit,False
1688,Ozark Christian College,"1111 N Main St, Joplin, Missouri 64801",www.occ.edu,"4-year, Private not-for-profit",612.0,1111 N Main St, Joplin,Missouri,64801,0,Not-For-Profit,False
1689,Pace University-New York,"1 Pace Plaza, New York, New York 10038-1598",www.pace.edu,"4-year, Private not-for-profit",12704.0,1 Pace Plaza, New York,York,10038-1598,0,Not-For-Profit,False
1690,Pacific College of Oriental Medicine,"3646 N Broadway-2nd Floor, Chicago, Illinois 60613",www.PacificCollege.edu,"4-year, Private for-profit",203.0,3646 N Broadway-2nd Floor, Chicago,Illinois,60613,0,For-Profit,False
1691,Pacific College of Oriental Medicine,"7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407",www.PacificCollege.edu,"4-year, Private for-profit",502.0,7445 Mission Valley Rd Ste 105, San Diego,California,92108-4407,0,For-Profit,False
1692,Pacific College of Oriental Medicine-New York,"915 Broadway, 2nd Floor, New York, New York 10010-7108",WWW.PACIFICCOLLEGE.EDU,"4-year, Private for-profit",480.0,"915 Broadway, 2nd Floor", New York,York,10010-7108,0,For-Profit,False
1693,Pacific Graduate School of Psychology,"405 Broadway St., Redwood City, California 94063",www.pgsp.edu,"4-year, Private not-for-profit",491.0,405 Broadway St., Redwood City,California,94063,0,Not-For-Profit,False
1694,Pacific Islands Bible College,"172 Kinney's Road, Mangilao, Guam 96913",www.PIBC.edu,"4-year, Private not-for-profit",149.0,172 Kinney's Road, Mangilao,Guam,96913,0,Not-For-Profit,False
1695,Pacific Lutheran Theological Seminary,"2770 Marin Ave, Berkeley, California 94708-1597",www.plts.edu,"4-year, Private not-for-profit",108.0,2770 Marin Ave, Berkeley,California,94708-1597,0,Not-For-Profit,False
1696,Pacific Lutheran University,"1010 122nd St So, Tacoma, Washington 98447-0003",www.plu.edu,"4-year, Private not-for-profit",3652.0,1010 122nd St So, Tacoma,Washington,98447-0003,0,Not-For-Profit,False
1697,Pacific Northwest College of Art,"1241 NW Johnson, Portland, Oregon 97209-3023",www.pnca.edu,"4-year, Private not-for-profit",507.0,1241 NW Johnson, Portland,Oregon,97209-3023,0,Not-For-Profit,False
1698,Pacific Oaks College,"5 Westmoreland Pl, Pasadena, California 91103",www.pacificoaks.edu,"4-year, Private not-for-profit",655.0,5 Westmoreland Pl, Pasadena,California,91103,0,Not-For-Profit,False
1699,Pacific School of Religion,"1798 Scenic Ave, Berkeley, California 94709",www.psr.edu,"4-year, Private not-for-profit",198.0,1798 Scenic Ave, Berkeley,California,94709,0,Not-For-Profit,False
1700,Pacific States University,"1516 S Western Ave, Los Angeles, California 90006-4234",www.psuca.edu,"4-year, Private not-for-profit",216.0,1516 S Western Ave, Los Angeles,California,90006-4234,0,Not-For-Profit,False
1701,Pacific Union College,"One Angwin Ave, Angwin, California 94508-9707",www.puc.edu,"4-year, Private not-for-profit",1278.0,One Angwin Ave, Angwin,California,94508-9707,0,Not-For-Profit,False
1702,Pacific University,"2043 College Way, Forest Grove, Oregon 97116",www.pacificu.edu,"4-year, Private not-for-profit",3167.0,2043 College Way, Forest Grove,Oregon,97116,0,Not-For-Profit,False
1703,Pacifica Graduate Institute,"249 Lambert Rd, Carpinteria, California 93013",www.pacifica.edu,"4-year, Private for-profit",675.0,249 Lambert Rd, Carpinteria,California,93013,0,For-Profit,False
1704,Paier College of Art Inc,"20 Gorham Ave, Hamden, Connecticut 06514-3902",www.paiercollegeofart.edu,"4-year, Private for-profit",221.0,20 Gorham Ave, Hamden,Connecticut,06514-3902,0,For-Profit,False
1705,Paine College,"1235 15th St, Augusta, Georgia 30901-3182",www.paine.edu,"4-year, Private not-for-profit",863.0,1235 15th St, Augusta,Georgia,30901-3182,0,Not-For-Profit,False
1706,Palm Beach Atlantic University-West Palm Beach,"901 S. Flagler Drive, West Palm Beach, Florida 33401",www.pba.edu,"4-year, Private not-for-profit",3226.0,901 S. Flagler Drive, West Palm Beach,Florida,33401,0,Not-For-Profit,False
1707,Palmer College of Chiropractic,"1000 Brady St, Davenport, Iowa 52803-5287",www.palmer.edu,"4-year, Private not-for-profit",2167.0,1000 Brady St, Davenport,Iowa,52803-5287,0,Not-For-Profit,False
1708,Palmer College of Chiropractic-West Campus,"90 E Tasman Dr, San Jose, California 95134-1617",www.palmer.edu,"4-year, Private not-for-profit",285.0,90 E Tasman Dr, San Jose,California,95134-1617,0,Not-For-Profit,False
1709,Pardee Rand Graduate School of Policy Studies,"1776 Main St, Santa Monica, California 90407-2138",www.prgs.edu,"4-year, Private not-for-profit",112.0,1776 Main St, Santa Monica,California,90407-2138,0,Not-For-Profit,False
1710,Park University,"8700 NW River Park Dr, Parkville, Missouri 64152-3795",www.park.edu,"4-year, Private not-for-profit",12457.0,8700 NW River Park Dr, Parkville,Missouri,64152-3795,0,Not-For-Profit,False
1711,Parker College of Chiropractic,"2500 Walnut Hill Ln, Dallas, Texas 75229-5668",www.parkercc.edu,"4-year, Private not-for-profit",985.0,2500 Walnut Hill Ln, Dallas,Texas,75229-5668,0,Not-For-Profit,False
1712,Patricia Stevens College,"330 North Fourth Street, Suite 306, Saint Louis, Missouri 63102-2008",www.patriciastevenscollege.EDU,"4-year, primarily associate's, Private for-profit",182.0,"330 North Fourth Street, Suite 306", Saint Louis,Missouri,63102-2008,1,For-Profit,True
1713,Patten University,"2433 Coolidge Ave, Oakland, California 94601",www.patten.edu,"4-year, Private not-for-profit",1056.0,2433 Coolidge Ave, Oakland,California,94601,0,Not-For-Profit,False
1714,Paul Quinn College,"3837 Simpson Stuart Rd, Dallas, Texas 75241",www.pqc.edu,"4-year, Private not-for-profit",445.0,3837 Simpson Stuart Rd, Dallas,Texas,75241,0,Not-For-Profit,False
1715,Paul Smiths College of Arts and Science,"State Routes 30 and 86, Paul Smiths, New York 12970-0265",www.paulsmiths.edu,"4-year, primarily associate's, Private not-for-profit",933.0,State Routes 30 and 86, Paul Smiths,York,12970-0265,1,Not-For-Profit,True
1716,Payne Theological Seminary,"1230 Wilberforce-Clifton Rd., P.O. Box 474, Wilberforce, Ohio 45384-0474",www.payne.edu,"4-year, Private not-for-profit",82.0,"1230 Wilberforce-Clifton Rd., P.O. Box 474", Wilberforce,Ohio,45384-0474,0,Not-For-Profit,False
1717,Peace College,"15 E Peace St, Raleigh, North Carolina 27604-1194",www.peace.edu,"4-year, Private not-for-profit",713.0,15 E Peace St, Raleigh,Carolina,27604-1194,0,Not-For-Profit,False
1718,Peirce College,"1420 Pine Street, Philadelphia, Pennsylvania 19102-4699",www.peirce.edu,"4-year, Private not-for-profit",2051.0,1420 Pine Street, Philadelphia,Pennsylvania,19102-4699,0,Not-For-Profit,False
1719,Peninsula College,"1502 E Lauridsen Blvd, Port Angeles, Washington 98362",www.pc.ctc.edu,"4-year, primarily associate's, Public",3776.0,1502 E Lauridsen Blvd, Port Angeles,Washington,98362,1,Not-For-Profit,True
1720,Pennsylvania Academy of the Fine Arts,"128 N. Broad Street, Philadelphia, Pennsylvania 19102-1510",WWW.PAFA.ORG,"4-year, Private not-for-profit",326.0,128 N. Broad Street, Philadelphia,Pennsylvania,19102-1510,0,Not-For-Profit,False
1721,Pennsylvania College of Art and Design,"204 N Prince St, Lancaster, Pennsylvania 17608-0059",www.pcad.edu,"4-year, Private not-for-profit",298.0,204 N Prince St, Lancaster,Pennsylvania,17608-0059,0,Not-For-Profit,False
1722,Pennsylvania College of Technology,"One College Ave, Williamsport, Pennsylvania 17701-5799",www.pct.edu,"4-year, primarily associate's, Public",6510.0,One College Ave, Williamsport,Pennsylvania,17701-5799,1,Not-For-Profit,True
1723,Pennsylvania State University-Brandywine,"25 Yearsley Mill Rd, Media, Pennsylvania 19063-5522",www.de.psu.edu/,"4-year, Public",1615.0,25 Yearsley Mill Rd, Media,Pennsylvania,19063-5522,0,Not-For-Profit,False
1724,Pennsylvania State University-College of Medicine,"500 University Dr, Hershey, Pennsylvania 17033-2360",www.HMC.psu.edu/COLLEGE/,"4-year, Public",818.0,500 University Dr, Hershey,Pennsylvania,17033-2360,0,Not-For-Profit,False
1725,Pennsylvania State University-Main Campus,"201 Old Main, University Park, Pennsylvania 16802-1589",www.psu.edu/,"4-year, Public",44406.0,201 Old Main, University Park,Pennsylvania,16802-1589,0,Not-For-Profit,False
1726,Pennsylvania State University-Penn State Abington,"1600 Woodland Rd, Abington, Pennsylvania 19001-3918",www.abington.psu.edu,"4-year, Public",3394.0,1600 Woodland Rd, Abington,Pennsylvania,19001-3918,0,Not-For-Profit,False
1727,Pennsylvania State University-Penn State Altoona,"3000 Ivyside Pk, Altoona, Pennsylvania 16601-3777",www.aa.psu.edu/,"4-year, Public",4013.0,3000 Ivyside Pk, Altoona,Pennsylvania,16601-3777,0,Not-For-Profit,False
1728,Pennsylvania State University-Penn State Beaver,"100 University Dr, Monaca, Pennsylvania 15061-2764",www.br.psu.edu/,"4-year, Public",845.0,100 University Dr, Monaca,Pennsylvania,15061-2764,0,Not-For-Profit,False
1729,Pennsylvania State University-Penn State Berks,"Tulpehocken Rd, Reading, Pennsylvania 19610-1016",www.bk.psu.edu/,"4-year, Public",2800.0,Tulpehocken Rd, Reading,Pennsylvania,19610-1016,0,Not-For-Profit,False
1730,Pennsylvania State University-Penn State Dubois,"One College Place, Dubois, Pennsylvania 15801-2597",www.ds.psu.edu/,"4-year, primarily associate's, Public",963.0,One College Place, Dubois,Pennsylvania,15801-2597,1,Not-For-Profit,True
1731,Pennsylvania State University-Penn State Erie-Behrend College,"5091 Station Rd, Erie, Pennsylvania 16563-0002",www.pserie.psu.edu/,"4-year, Public",4334.0,5091 Station Rd, Erie,Pennsylvania,16563-0002,0,Not-For-Profit,False
1732,Pennsylvania State University-Penn State Fayette- Eberly Campus,"One University Dr, Route 119 North, Uniontown, Pennsylvania 15401-0519",www.fe.psu.edu/,"4-year, primarily associate's, Public",1099.0,"One University Dr, Route 119 North", Uniontown,Pennsylvania,15401-0519,1,Not-For-Profit,True
1733,Pennsylvania State University-Penn State Great Valley,"30 E Swedesford Rd, Malvern, Pennsylvania 19355-1488",www.gv.psu.edu,"4-year, Public",1033.0,30 E Swedesford Rd, Malvern,Pennsylvania,19355-1488,0,Not-For-Profit,False
1734,Pennsylvania State University-Penn State Greater Allegheny,"4000 University Dr, McKeesport, Pennsylvania 15131-7644",www.ga.psu.edu/,"4-year, Public",767.0,4000 University Dr, McKeesport,Pennsylvania,15131-7644,0,Not-For-Profit,False
1735,Pennsylvania State University-Penn State Harrisburg,"777 W Harrisburg Pike, Middletown, Pennsylvania 17057-4846",www.hbg.psu.edu,"4-year, Public",3936.0,777 W Harrisburg Pike, Middletown,Pennsylvania,17057-4846,0,Not-For-Profit,False
1736,Pennsylvania State University-Penn State Hazleton,"76 University Drive, Hazleton, Pennsylvania 18202-8025",www.hn.psu.edu/,"4-year, primarily associate's, Public",1228.0,76 University Drive, Hazleton,Pennsylvania,18202-8025,1,Not-For-Profit,True
1737,Pennsylvania State University-Penn State Lehigh Valley,"8380 Mohr Ln, Fogelsville, Pennsylvania 18051-1918",www.an.psu.edu/,"4-year, Public",816.0,8380 Mohr Ln, Fogelsville,Pennsylvania,18051-1918,0,Not-For-Profit,False
1738,Pennsylvania State University-Penn State Mont Alto,"One Campus Dr, Mont Alto, Pennsylvania 17237-9700",www.ma.psu.edu/,"4-year, primarily associate's, Public",1189.0,One Campus Dr, Mont Alto,Pennsylvania,17237-9700,1,Not-For-Profit,True
1739,Pennsylvania State University-Penn State New Kensington,"3550 7th Street Road Rte 780, Upper Burrell, Pennsylvania 15068-1765",www.nk.psu.edu/,"4-year, Public",876.0,3550 7th Street Road Rte 780, Upper Burrell,Pennsylvania,15068-1765,0,Not-For-Profit,False
1740,Pennsylvania State University-Penn State Schuylkill,"200 University Dr, Schuylkill Haven, Pennsylvania 17972-2202",www.sl.psu.edu,"4-year, Public",1032.0,200 University Dr, Schuylkill Haven,Pennsylvania,17972-2202,0,Not-For-Profit,False
1741,Pennsylvania State University-Penn State Shenango,"147 Shenango Ave, Sharon, Pennsylvania 16146-1537",www.shenango.psu.edu,"4-year, primarily associate's, Public",836.0,147 Shenango Ave, Sharon,Pennsylvania,16146-1537,1,Not-For-Profit,True
1742,Pennsylvania State University-Penn State Wilkes-Barre,"Old Rte 115, Lehman, Pennsylvania 18627-0217",www.wb.psu.edu/,"4-year, Public",684.0,Old Rte 115, Lehman,Pennsylvania,18627-0217,0,Not-For-Profit,False
1743,Pennsylvania State University-Penn State Worthington Scranton,"120 Ridge View Dr, Dunmore, Pennsylvania 18512-1602",www.sn.psu.edu/,"4-year, Public",1379.0,120 Ridge View Dr, Dunmore,Pennsylvania,18512-1602,0,Not-For-Profit,False
1744,Pennsylvania State University-Penn State York,"1031 Edgecomb Ave, York, Pennsylvania 17403-3326",www.yk.psu.edu/,"4-year, Public",1587.0,1031 Edgecomb Ave, York,Pennsylvania,17403-3326,0,Not-For-Profit,False
1745,Pepperdine University,"24255 Pacific Coast Hwy, Malibu, California 90263",www.pepperdine.edu/,"4-year, Private not-for-profit",7614.0,24255 Pacific Coast Hwy, Malibu,California,90263,0,Not-For-Profit,False
1746,Peru State College,"600 Hoyt Street, Peru, Nebraska 68421-0010",www.peru.edu,"4-year, Public",2328.0,600 Hoyt Street, Peru,Nebraska,68421-0010,0,Not-For-Profit,False
1747,Pfeiffer University,"48380 Hwy 52n, Misenheimer, North Carolina 28109-0960",www.pfeiffer.edu,"4-year, Private not-for-profit",2019.0,48380 Hwy 52n, Misenheimer,Carolina,28109-0960,0,Not-For-Profit,False
